location_id,vector_id,water,vegetation,temperature,elevation,erosion,scale,density,built,tech,light,fauna,weirdness,sound,dynamic
17720,91,0.7,2.6,0.0,0.4,1.0,1.9,0.8,0.6,1.8,1.0,1.1,0.0,2.8,0.9
17721,225,0.7,1.4,1.6,0.4,1.9,0.6,0.0,0.5,1.4,2.9,1.7,1.7,1.1,1.1
17722,77,1.3,1.1,2.7,0.8,0.3,2.9,0.8,2.6,0.3,1.9,0.5,0.3,0.5,2.3
17723,138,2.0,0.8,2.8,0.7,0.8,0.9,1.3,2.2,2.2,1.1,1.7,0.4,1.8,0.3
17724,140,1.5,2.5,2.1,2.2,2.7,1.3,0.2,1.3,2.6,0.0,2.3,0.9,1.7,1.1
17725,94,2.1,2.2,0.6,2.4,2.0,2.7,2.6,0.2,1.6,2.0,2.0,1.2,0.5,1.7
17726,228,2.1,0.9,2.0,0.0,2.2,1.4,1.3,0.7,2.6,2.6,1.0,1.0,2.4,2.6
17727,227,0.6,1.6,0.3,0.8,2.0,0.5,0.0,1.4,1.2,0.3,1.4,0.3,2.9,1.0
17728,226,1.5,2.4,0.7,2.2,0.1,1.0,0.2,1.9,1.3,2.3,1.0,1.3,2.3,1.1
17729,95,1.0,1.0,2.0,2.5,3.0,2.4,2.5,1.3,0.0,1.6,2.6,2.1,0.6,0.8
17730,142,0.2,0.0,1.5,2.5,2.7,2.4,1.2,2.0,1.9,0.1,0.8,2.0,0.6,0.4
17731,229,0.1,2.5,1.6,1.9,1.7,0.8,0.9,0.8,1.2,1.3,2.2,2.2,2.5,2.8
17732,78,1.3,2.8,0.5,2.3,1.0,2.6,0.1,1.2,0.7,0.2,1.5,0.9,1.9,2.5
17733,96,2.4,0.3,1.3,1.9,0.7,1.5,2.8,2.7,0.8,2.7,0.1,1.4,0.8,1.2
17734,230,0.8,0.9,1.1,1.6,1.6,0.7,0.7,2.1,1.1,1.9,1.1,0.4,1.3,0.2
17735,236,0.5,1.5,2.2,1.7,0.6,0.7,1.8,1.6,0.3,1.6,1.9,1.3,0.1,0.8
17736,235,2.0,2.0,2.8,2.7,1.6,2.5,1.8,2.0,0.1,1.7,0.5,2.6,2.7,0.5
17737,148,1.1,2.6,0.9,0.7,0.3,0.9,0.1,1.9,1.5,0.3,2.4,3.0,1.1,2.3
17738,146,0.5,0.2,2.1,0.2,1.0,2.6,1.6,1.0,1.4,0.4,1.6,1.9,0.9,0.3
17739,245,1.7,0.5,2.6,1.3,0.2,2.6,1.4,2.9,1.2,1.4,0.4,2.8,1.4,2.6
17740,150,1.5,2.9,0.1,1.5,1.3,1.1,2.7,2.5,0.3,1.1,1.2,0.7,1.2,1.6
17741,102,0.3,2.1,2.5,0.4,1.3,0.3,1.1,1.2,0.9,0.7,1.5,2.3,2.2,0.1
17742,246,1.4,1.5,0.3,1.9,2.8,1.3,0.4,1.5,0.2,2.1,1.0,1.7,2.4,2.1
17743,83,1.2,1.1,2.8,0.2,2.2,0.9,2.4,2.6,1.5,0.1,1.3,1.3,0.8,1.4
17744,250,2.8,0.9,1.3,1.8,0.4,2.7,0.2,0.4,2.7,2.2,0.0,1.3,2.2,2.6
17745,85,2.9,0.0,1.1,2.1,0.8,1.3,0.9,1.8,2.9,0.4,1.1,2.3,0.8,0.2
17746,252,1.6,0.5,2.8,0.1,0.9,0.4,0.7,0.1,2.7,2.9,1.1,0.1,0.6,1.8
17747,253,2.9,2.9,0.8,3.0,2.6,2.2,0.8,2.6,0.5,0.3,2.4,0.8,2.0,0.4
17748,152,1.1,1.8,2.3,1.3,0.0,0.5,0.6,1.5,0.2,1.2,1.6,0.3,0.1,1.7
17749,110,2.3,1.0,2.4,2.0,0.1,0.4,2.4,1.0,0.6,0.0,0.7,1.3,0.8,0.2
17750,155,1.0,3.0,1.0,2.5,2.6,2.4,1.2,2.4,1.9,2.4,0.9,2.6,2.3,1.6
17751,105,3.0,2.0,0.5,1.5,1.6,1.6,1.2,1.3,1.1,0.5,0.0,2.0,1.5,1.7
17752,157,2.4,2.0,0.8,2.1,2.5,0.7,2.6,0.1,1.1,0.2,2.7,1.0,0.8,0.0
17753,144,1.3,0.9,2.9,2.9,1.5,2.2,2.6,0.7,2.0,2.5,2.0,1.4,0.9,2.3
17754,257,2.9,0.0,1.8,2.2,2.7,1.2,1.9,2.8,1.1,0.4,2.5,1.1,0.2,0.6
17755,86,0.7,0.7,1.3,0.2,1.4,2.5,1.4,0.3,1.2,1.1,2.8,0.2,1.8,0.1
17756,254,2.5,2.7,2.2,0.4,2.0,1.1,2.9,2.3,1.8,1.2,0.3,0.1,2.4,0.7
17757,258,2.0,2.8,1.8,1.5,0.4,1.8,0.6,2.8,0.4,2.1,1.3,2.5,2.0,0.5
17758,255,0.9,0.2,1.4,1.3,0.5,1.6,2.1,2.8,1.1,0.5,1.4,1.7,1.9,1.9
17759,81,1.9,0.5,2.9,1.6,1.8,1.8,0.0,2.5,1.6,0.6,0.8,2.1,1.1,1.6
17760,159,1.4,0.4,2.1,0.4,0.3,2.3,2.0,1.0,0.8,2.5,2.6,1.3,1.6,2.9
17761,264,1.3,0.3,1.7,0.7,2.3,1.7,1.4,0.4,2.0,1.9,1.0,1.0,1.7,0.1
17762,87,2.6,1.2,0.5,0.3,0.3,0.0,1.9,2.4,0.1,1.3,2.2,1.8,0.0,2.0
17763,163,2.4,2.8,1.4,2.5,0.5,1.7,0.8,0.8,1.9,2.9,0.9,0.5,2.8,1.3
17764,162,1.0,1.6,2.5,2.4,0.6,2.8,1.8,0.4,1.9,0.7,2.2,2.7,0.7,2.7
17765,161,0.5,1.5,1.6,3.0,3.0,0.9,2.2,1.8,1.4,0.6,2.3,0.5,1.7,0.8
17766,260,0.3,1.6,0.9,2.7,0.5,1.8,0.6,0.9,0.9,0.6,0.4,3.0,2.7,0.7
17767,89,1.2,0.8,1.9,2.8,2.4,1.1,2.3,0.1,1.0,0.3,2.8,0.7,2.0,1.2
17768,113,2.0,1.6,1.7,0.4,0.9,0.6,0.2,2.2,2.8,0.7,0.1,0.6,1.5,1.5
17769,111,1.3,1.2,1.1,2.9,0.8,1.4,1.5,0.4,0.8,0.4,2.6,2.2,1.6,1.1
17770,266,0.3,0.2,1.8,2.8,2.3,2.6,1.4,1.8,2.3,1.7,1.9,2.2,1.2,1.0
17771,112,0.5,2.9,1.3,1.7,2.2,2.9,0.8,0.5,1.8,2.6,1.6,1.3,2.8,2.9
17772,104,2.7,1.8,2.3,2.4,2.7,2.6,2.4,0.8,0.5,1.4,0.6,2.8,0.5,2.4
17773,265,2.0,1.4,2.2,1.1,1.2,2.5,2.0,1.2,2.2,0.0,2.3,2.7,1.4,0.6
17774,164,1.6,1.6,0.5,2.5,0.8,3.0,0.3,1.5,2.5,1.8,0.1,2.2,2.4,0.4
17775,91,0.7,2.6,0.0,0.4,1.0,1.9,0.8,0.6,1.8,1.0,1.1,0.0,2.8,0.9
17776,270,0.2,0.1,0.9,1.1,2.8,0.3,2.5,1.1,1.6,1.9,3.0,0.8,2.0,2.4
17777,271,1.2,0.8,1.6,1.2,1.9,1.3,0.7,0.6,0.5,1.0,0.5,0.0,1.0,0.2
17778,167,2.8,0.8,2.3,0.6,2.0,1.5,2.0,2.1,0.0,0.1,2.2,0.9,0.8,1.9
17779,166,2.7,1.1,0.7,0.0,1.7,1.1,1.2,0.4,2.4,1.7,0.0,0.0,1.0,0.2
17780,95,1.0,1.0,2.0,2.5,3.0,2.4,2.5,1.3,0.0,1.6,2.6,2.1,0.6,0.8
17781,273,1.4,2.4,2.1,2.8,2.1,1.8,2.2,3.0,1.7,2.6,2.2,0.8,1.8,1.1
17782,274,2.5,0.3,2.3,0.6,1.9,0.7,2.7,0.9,1.4,0.8,0.7,0.2,0.9,0.1
17783,117,2.5,0.5,0.7,0.8,2.2,0.6,2.5,1.1,1.5,1.0,1.6,1.6,1.4,1.7
17784,165,1.3,0.8,0.4,2.9,1.6,1.5,0.3,0.7,0.2,0.8,1.3,2.6,2.2,0.3
17785,94,2.1,2.2,0.6,2.4,2.0,2.7,2.6,0.2,1.6,2.0,2.0,1.2,0.5,1.7
17786,277,0.6,1.4,2.0,1.7,1.7,2.7,1.0,0.3,2.3,0.2,2.1,1.0,0.9,1.7
17787,96,2.4,0.3,1.3,1.9,0.7,1.5,2.8,2.7,0.8,2.7,0.1,1.4,0.8,1.2
17788,168,0.1,1.6,1.5,1.9,0.3,2.2,0.3,0.2,1.7,2.3,0.0,1.4,0.2,0.5
17789,275,0.2,2.9,0.6,0.0,0.3,2.4,1.1,2.5,2.2,2.3,1.5,1.7,0.7,2.1
17790,116,2.7,2.2,2.0,2.9,2.8,0.2,0.8,2.7,1.9,1.6,1.7,1.8,2.1,2.1
17791,119,1.8,0.6,1.1,1.2,2.1,0.7,0.2,3.0,0.9,0.8,2.4,1.7,2.2,2.0
17792,170,0.2,0.3,2.7,2.0,2.4,2.2,0.4,0.5,2.4,2.1,2.6,2.9,2.2,0.9
17793,102,0.3,2.1,2.5,0.4,1.3,0.3,1.1,1.2,0.9,0.7,1.5,2.3,2.2,0.1
17794,171,2.1,2.6,1.0,1.5,0.1,3.0,2.9,0.3,2.8,1.3,0.5,1.1,2.9,1.9
17795,279,1.6,0.1,1.4,1.1,1.4,1.6,2.4,1.2,0.5,0.7,1.2,1.6,2.3,0.6
17796,120,1.9,1.8,2.8,2.9,0.0,0.1,2.8,2.6,0.9,1.1,1.2,3.0,2.1,2.5
17797,282,1.3,1.0,0.1,0.1,0.1,0.5,1.5,2.8,1.9,1.2,0.5,1.7,1.4,2.0
17798,172,0.5,1.4,0.0,1.9,0.7,0.5,1.4,2.7,2.4,2.5,0.2,1.9,2.9,0.5
17799,104,2.7,1.8,2.3,2.4,2.7,2.6,2.4,0.8,0.5,1.4,0.6,2.8,0.5,2.4
17800,278,1.0,0.9,0.2,1.8,2.5,2.8,1.0,0.3,2.0,1.2,2.6,1.1,0.0,1.4
17801,173,2.9,0.7,1.2,0.4,2.7,0.6,1.1,2.9,1.9,1.2,1.8,0.4,2.2,1.5
17802,175,2.2,1.9,2.5,1.6,2.5,1.2,0.6,0.3,1.4,2.0,0.0,1.9,0.2,0.6
17803,284,0.2,0.5,0.6,3.0,1.3,0.3,1.9,1.8,2.4,1.4,2.1,0.6,1.3,2.7
17804,283,0.8,1.8,2.8,0.7,1.8,1.7,2.7,0.2,1.6,0.2,3.0,0.2,1.1,1.2
17805,286,2.8,2.9,0.7,2.0,1.9,2.7,1.4,0.1,2.3,2.1,1.6,1.6,2.1,0.0
17806,110,2.3,1.0,2.4,2.0,0.1,0.4,2.4,1.0,0.6,0.0,0.7,1.3,0.8,0.2
17807,176,2.0,2.2,1.7,3.0,1.2,0.8,1.5,0.6,2.2,2.2,1.2,0.9,2.0,0.7
17808,287,0.8,1.6,2.9,0.5,2.5,1.3,1.7,1.2,1.5,1.1,0.2,2.3,1.9,1.3
17809,126,0.5,0.7,1.8,1.4,2.6,2.8,1.9,2.6,2.6,2.8,0.6,1.5,0.3,2.1
17810,128,1.8,0.6,2.4,1.7,2.1,0.4,1.7,2.9,2.8,0.6,2.4,0.6,2.8,1.6
17811,178,1.6,2.4,0.3,1.4,1.3,1.7,1.8,1.2,2.9,0.4,1.5,0.3,2.8,3.0
17812,123,1.1,1.1,1.7,0.9,0.7,0.3,2.9,1.1,1.7,2.2,1.8,2.3,1.3,2.2
17813,289,0.7,1.4,1.4,0.1,0.2,0.1,2.8,0.9,0.4,2.8,1.6,2.3,2.1,0.0
17814,288,0.2,1.6,1.0,0.5,2.7,2.1,1.3,2.4,0.5,0.6,2.4,0.2,2.6,0.8
17815,130,1.7,1.3,0.8,1.0,2.7,2.0,1.0,2.8,2.3,0.5,0.4,1.8,2.6,1.8
17816,183,1.7,0.2,1.2,2.7,2.0,1.5,1.5,1.4,1.1,2.6,0.1,2.7,1.5,1.6
17817,182,1.4,1.8,2.7,0.4,1.3,1.0,2.7,2.3,1.8,1.1,0.9,1.9,0.6,0.7
17818,105,3.0,2.0,0.5,1.5,1.6,1.6,1.2,1.3,1.1,0.5,0.0,2.0,1.5,1.7
17819,111,1.3,1.2,1.1,2.9,0.8,1.4,1.5,0.4,0.8,0.4,2.6,2.2,1.6,1.1
17820,292,2.8,2.2,0.8,2.9,3.0,2.5,2.0,0.6,1.7,1.7,1.9,0.3,2.0,2.9
17821,184,2.8,1.7,1.7,0.5,1.6,1.2,2.8,1.6,2.4,0.6,1.3,1.7,0.5,0.9
17822,291,0.6,1.7,0.4,0.6,0.3,2.3,2.8,2.1,2.5,2.2,1.5,2.4,0.8,2.6
17823,294,2.7,0.2,0.4,1.6,2.8,2.0,1.4,2.7,0.4,1.0,1.7,0.7,1.1,3.0
17824,186,1.1,2.3,0.4,2.9,1.5,2.0,0.5,0.1,1.7,0.3,1.8,2.5,0.2,2.4
17825,293,2.2,2.6,2.0,0.9,2.7,1.2,0.7,1.7,3.0,1.7,1.9,1.9,1.5,2.6
17826,131,2.4,2.4,1.7,0.7,3.0,0.2,0.3,2.6,2.0,2.4,0.6,0.2,2.7,0.4
17827,138,2.0,0.8,2.8,0.7,0.8,0.9,1.3,2.2,2.2,1.1,1.7,0.4,1.8,0.3
17828,112,0.5,2.9,1.3,1.7,2.2,2.9,0.8,0.5,1.8,2.6,1.6,1.3,2.8,2.9
17829,187,0.9,3.0,0.6,0.7,2.9,1.0,0.1,0.3,1.7,2.0,1.7,0.1,2.5,0.5
17830,296,1.4,1.8,0.6,2.7,2.6,1.6,2.4,1.6,1.5,1.3,1.3,1.5,1.4,2.5
17831,134,2.9,0.2,0.9,1.8,1.1,0.8,2.3,0.0,1.8,2.5,2.5,2.4,2.5,0.9
17832,189,0.9,2.9,1.9,0.0,1.0,0.5,0.1,0.5,1.2,2.3,0.6,2.9,2.2,2.3
17833,140,1.5,2.5,2.1,2.2,2.7,1.3,0.2,1.3,2.6,0.0,2.3,0.9,1.7,1.1
17834,194,0.3,2.8,0.8,1.4,2.9,0.5,0.1,2.2,0.7,0.0,0.2,1.6,2.0,1.4
17835,300,1.9,0.6,1.4,0.9,2.4,1.4,2.1,1.2,1.8,1.8,1.2,1.1,0.5,2.7
17836,197,1.4,2.6,1.6,0.7,2.0,0.9,0.2,1.7,0.3,1.9,2.3,2.6,3.0,2.4
17837,302,1.7,0.0,1.2,2.3,1.5,1.9,2.8,0.1,0.2,2.9,1.2,0.8,2.8,0.3
17838,297,0.2,2.1,1.8,0.7,0.6,2.1,1.8,0.4,2.8,2.5,1.1,2.6,1.2,0.5
17839,198,1.5,2.3,1.3,1.8,2.0,2.5,3.0,2.7,2.5,1.1,0.9,0.1,0.7,2.9
17840,200,1.5,2.2,3.0,0.6,0.1,1.8,2.3,0.0,0.4,0.9,2.8,0.9,1.7,0.1
17841,117,2.5,0.5,0.7,0.8,2.2,0.6,2.5,1.1,1.5,1.0,1.6,1.6,1.4,1.7
17842,295,1.2,1.9,1.8,2.3,1.9,1.6,1.6,2.6,0.1,0.4,2.9,0.1,2.6,1.4
17843,144,1.3,0.9,2.9,2.9,1.5,2.2,2.6,0.7,2.0,2.5,2.0,1.4,0.9,2.3
17844,203,0.9,2.7,0.2,0.2,1.1,2.8,0.5,0.9,1.1,2.9,1.4,1.2,1.0,2.6
17845,148,1.1,2.6,0.9,0.7,0.3,0.9,0.1,1.9,1.5,0.3,2.4,3.0,1.1,2.3
17846,304,2.0,0.7,0.6,1.2,1.2,0.9,2.7,2.0,0.8,1.5,1.2,1.4,1.1,1.7
17847,116,2.7,2.2,2.0,2.9,2.8,0.2,0.8,2.7,1.9,1.6,1.7,1.8,2.1,2.1
17848,142,0.2,0.0,1.5,2.5,2.7,2.4,1.2,2.0,1.9,0.1,0.8,2.0,0.6,0.4
17849,309,1.2,2.9,1.5,0.3,2.5,1.0,1.4,1.5,2.5,0.6,3.0,2.4,2.5,2.3
17850,305,1.1,1.8,0.1,2.0,0.9,2.6,2.8,0.3,2.2,2.9,2.9,2.5,2.1,0.8
17851,311,2.8,0.7,1.2,1.0,0.7,0.5,2.8,1.5,2.6,2.5,0.1,2.0,2.0,2.2
17852,205,1.1,2.8,2.8,1.5,2.0,2.8,1.3,0.8,1.4,1.5,2.7,2.1,2.6,1.6
17853,201,1.0,1.7,0.2,2.6,1.2,1.3,0.4,0.9,0.7,2.9,2.4,0.7,0.4,2.5
17854,146,0.5,0.2,2.1,0.2,1.0,2.6,1.6,1.0,1.4,0.4,1.6,1.9,0.9,0.3
17855,307,2.2,0.5,2.9,2.6,1.1,0.1,1.5,0.0,1.0,1.5,2.7,2.8,0.4,1.7
17856,113,2.0,1.6,1.7,0.4,0.9,0.6,0.2,2.2,2.8,0.7,0.1,0.6,1.5,1.5
17857,119,1.8,0.6,1.1,1.2,2.1,0.7,0.2,3.0,0.9,0.8,2.4,1.7,2.2,2.0
17858,150,1.5,2.9,0.1,1.5,1.3,1.1,2.7,2.5,0.3,1.1,1.2,0.7,1.2,1.6
17859,312,0.6,1.1,0.0,2.2,1.4,2.9,2.0,2.5,0.9,2.1,2.5,0.2,0.9,1.3
17860,123,1.1,1.1,1.7,0.9,0.7,0.3,2.9,1.1,1.7,2.2,1.8,2.3,1.3,2.2
17861,120,1.9,1.8,2.8,2.9,0.0,0.1,2.8,2.6,0.9,1.1,1.2,3.0,2.1,2.5
17862,316,2.2,1.2,2.0,1.1,2.8,3.0,3.0,0.8,0.4,1.4,1.4,2.7,2.6,3.0
17863,206,1.9,2.8,2.1,0.6,2.3,0.3,0.9,0.4,2.2,1.5,2.2,1.2,2.4,0.5
17864,324,2.4,0.7,1.3,2.3,0.6,0.5,1.3,2.9,2.0,0.9,0.4,0.5,3.0,2.3
17865,208,2.1,0.3,0.6,1.3,3.0,1.8,0.8,1.3,1.3,0.8,2.0,1.4,2.6,1.7
17866,319,1.8,0.6,2.0,1.5,2.5,2.1,1.2,2.5,2.1,1.8,0.8,1.6,2.6,0.9
17867,155,1.0,3.0,1.0,2.5,2.6,2.4,1.2,2.4,1.9,2.4,0.9,2.6,2.3,1.6
17868,335,2.1,1.6,0.5,1.1,0.9,0.5,0.4,0.4,2.1,1.3,1.6,0.6,1.9,2.1
17869,152,1.1,1.8,2.3,1.3,0.0,0.5,0.6,1.5,0.2,1.2,1.6,0.3,0.1,1.7
17870,204,1.7,0.1,0.2,2.5,1.1,0.0,1.2,2.4,2.7,2.2,0.6,0.5,0.6,2.4
17871,327,1.5,1.7,1.2,3.0,1.6,0.9,0.0,0.8,1.0,2.0,2.1,0.7,2.5,2.5
17872,159,1.4,0.4,2.1,0.4,0.3,2.3,2.0,1.0,0.8,2.5,2.6,1.3,1.6,2.9
17873,210,1.9,2.3,0.6,2.1,0.8,1.2,1.0,0.1,2.5,1.2,2.5,2.9,1.6,0.2
17874,157,2.4,2.0,0.8,2.1,2.5,0.7,2.6,0.1,1.1,0.2,2.7,1.0,0.8,0.0
17875,126,0.5,0.7,1.8,1.4,2.6,2.8,1.9,2.6,2.6,2.8,0.6,1.5,0.3,2.1
17876,207,0.9,2.1,0.0,0.1,1.7,0.3,1.6,0.8,2.7,0.1,0.3,0.5,1.4,1.2
17877,131,2.4,2.4,1.7,0.7,3.0,0.2,0.3,2.6,2.0,2.4,0.6,0.2,2.7,0.4
17878,340,0.1,2.7,2.2,0.4,0.4,2.0,1.7,1.0,0.7,1.5,2.7,2.5,2.9,2.8
17879,341,2.3,2.0,2.6,1.0,1.6,1.1,1.4,2.0,1.8,1.0,0.3,1.6,2.3,2.4
17880,331,2.0,1.7,2.5,1.4,2.7,1.3,1.3,1.3,2.7,2.6,2.9,1.7,0.7,1.8
17881,128,1.8,0.6,2.4,1.7,2.1,0.4,1.7,2.9,2.8,0.6,2.4,0.6,2.8,1.6
17882,212,0.7,3.0,2.5,0.8,1.4,1.9,2.5,1.6,0.0,2.4,0.5,2.9,2.7,2.8
17883,337,1.0,0.6,1.4,0.5,0.0,1.6,2.8,1.8,1.4,2.0,1.0,0.1,0.4,2.0
17884,215,1.5,1.4,0.4,1.6,0.2,2.7,1.0,1.9,3.0,1.8,2.5,0.5,0.6,2.1
17885,130,1.7,1.3,0.8,1.0,2.7,2.0,1.0,2.8,2.3,0.5,0.4,1.8,2.6,1.8
17886,344,2.2,1.1,2.7,1.3,0.6,0.5,0.9,1.2,1.6,1.8,0.3,0.8,2.5,0.6
17887,220,0.9,1.1,2.4,0.1,2.4,1.4,0.2,2.5,2.6,0.3,1.4,0.9,2.4,1.9
17888,161,0.5,1.5,1.6,3.0,3.0,0.9,2.2,1.8,1.4,0.6,2.3,0.5,1.7,0.8
17889,162,1.0,1.6,2.5,2.4,0.6,2.8,1.8,0.4,1.9,0.7,2.2,2.7,0.7,2.7
17890,163,2.4,2.8,1.4,2.5,0.5,1.7,0.8,0.8,1.9,2.9,0.9,0.5,2.8,1.3
17891,343,1.2,2.6,1.5,2.8,2.8,2.5,0.5,1.4,1.3,2.2,2.9,1.0,2.7,1.8
17892,346,0.7,0.7,0.2,0.8,0.4,1.2,2.3,2.4,2.9,1.8,1.0,3.0,0.7,1.3
17893,221,2.2,0.6,0.1,2.0,0.1,0.2,1.8,2.9,1.6,0.6,2.7,2.0,2.7,0.1
17894,348,1.2,0.4,1.1,1.4,2.0,1.4,1.2,1.7,2.4,1.6,2.7,2.2,2.4,0.4
17895,134,2.9,0.2,0.9,1.8,1.1,0.8,2.3,0.0,1.8,2.5,2.5,2.4,2.5,0.9
17896,350,2.6,2.2,2.0,0.9,0.6,1.5,2.3,1.1,2.4,0.9,0.1,2.7,2.7,2.7
17897,353,0.5,3.0,2.9,1.5,2.7,1.8,2.7,2.7,2.1,0.2,0.4,1.8,1.3,2.7
17898,347,2.5,2.2,0.4,0.2,1.2,2.2,3.0,2.3,0.1,1.9,2.0,0.4,0.3,1.8
17899,224,0.2,0.1,0.3,2.1,1.6,0.1,1.1,0.7,2.6,1.0,0.0,2.9,0.2,0.9
17900,164,1.6,1.6,0.5,2.5,0.8,3.0,0.3,1.5,2.5,1.8,0.1,2.2,2.4,0.4
17901,355,2.4,0.9,2.6,0.8,2.1,1.5,0.9,2.3,0.4,0.2,0.2,2.8,0.6,2.0
17902,166,2.7,1.1,0.7,0.0,1.7,1.1,1.2,0.4,2.4,1.7,0.0,0.0,1.0,0.2
17903,142,0.2,0.0,1.5,2.5,2.7,2.4,1.2,2.0,1.9,0.1,0.8,2.0,0.6,0.4
17904,358,2.5,1.0,1.9,0.2,0.2,2.1,3.0,1.4,1.5,0.7,2.0,0.4,2.7,1.0
17905,140,1.5,2.5,2.1,2.2,2.7,1.3,0.2,1.3,2.6,0.0,2.3,0.9,1.7,1.1
17906,167,2.8,0.8,2.3,0.6,2.0,1.5,2.0,2.1,0.0,0.1,2.2,0.9,0.8,1.9
17907,216,1.7,2.9,2.4,2.4,2.1,2.8,0.5,2.8,0.6,0.9,2.0,2.7,0.5,1.7
17908,356,1.6,2.6,1.5,0.8,0.6,2.9,1.5,0.1,2.1,0.1,0.1,2.2,0.2,0.2
17909,359,0.4,1.6,2.4,1.4,0.9,1.2,1.9,2.6,1.3,1.6,2.0,2.9,0.8,1.3
17910,357,2.5,2.8,2.6,2.3,1.4,2.5,1.0,2.7,0.1,1.8,0.1,2.0,1.6,2.8
17911,138,2.0,0.8,2.8,0.7,0.8,0.9,1.3,2.2,2.2,1.1,1.7,0.4,1.8,0.3
17912,361,0.8,1.7,2.5,1.8,2.8,0.4,0.9,1.3,2.7,2.0,2.6,1.6,2.5,1.9
17913,222,1.1,1.3,2.4,2.3,2.3,1.5,0.9,1.1,3.0,2.7,2.3,1.7,0.4,1.8
17914,165,1.3,0.8,0.4,2.9,1.6,1.5,0.3,0.7,0.2,0.8,1.3,2.6,2.2,0.3
17915,168,0.1,1.6,1.5,1.9,0.3,2.2,0.3,0.2,1.7,2.3,0.0,1.4,0.2,0.5
17916,362,0.3,2.9,0.8,1.0,1.7,2.7,1.9,2.6,2.2,2.8,0.8,2.8,0.4,2.1
17917,365,0.7,2.5,0.7,1.9,1.2,0.8,0.7,1.6,0.8,0.9,2.8,2.5,0.3,2.2
17918,226,1.5,2.4,0.7,2.2,0.1,1.0,0.2,1.9,1.3,2.3,1.0,1.3,2.3,1.1
17919,225,0.7,1.4,1.6,0.4,1.9,0.6,0.0,0.5,1.4,2.9,1.7,1.7,1.1,1.1
17920,146,0.5,0.2,2.1,0.2,1.0,2.6,1.6,1.0,1.4,0.4,1.6,1.9,0.9,0.3
17921,170,0.2,0.3,2.7,2.0,2.4,2.2,0.4,0.5,2.4,2.1,2.6,2.9,2.2,0.9
17922,144,1.3,0.9,2.9,2.9,1.5,2.2,2.6,0.7,2.0,2.5,2.0,1.4,0.9,2.3
17923,148,1.1,2.6,0.9,0.7,0.3,0.9,0.1,1.9,1.5,0.3,2.4,3.0,1.1,2.3
17924,369,1.7,2.4,1.9,1.9,1.7,0.9,0.7,0.4,1.0,2.1,0.6,1.5,1.7,1.1
17925,371,0.6,2.5,1.2,2.6,0.9,1.2,2.1,0.5,1.8,0.2,0.2,0.0,1.7,2.9
17926,370,0.3,0.4,1.7,2.1,2.6,1.1,2.6,2.9,1.2,1.2,0.1,0.9,2.9,0.1
17927,172,0.5,1.4,0.0,1.9,0.7,0.5,1.4,2.7,2.4,2.5,0.2,1.9,2.9,0.5
17928,230,0.8,0.9,1.1,1.6,1.6,0.7,0.7,2.1,1.1,1.9,1.1,0.4,1.3,0.2
17929,229,0.1,2.5,1.6,1.9,1.7,0.8,0.9,0.8,1.2,1.3,2.2,2.2,2.5,2.8
17930,227,0.6,1.6,0.3,0.8,2.0,0.5,0.0,1.4,1.2,0.3,1.4,0.3,2.9,1.0
17931,171,2.1,2.6,1.0,1.5,0.1,3.0,2.9,0.3,2.8,1.3,0.5,1.1,2.9,1.9
17932,173,2.9,0.7,1.2,0.4,2.7,0.6,1.1,2.9,1.9,1.2,1.8,0.4,2.2,1.5
17933,373,0.2,2.1,0.6,1.9,1.8,1.4,0.1,1.4,2.6,2.2,2.4,1.5,2.9,3.0
17934,367,0.3,1.8,2.1,1.8,2.9,0.1,1.6,1.6,0.6,1.0,2.7,0.5,1.5,2.5
17935,374,1.5,0.4,2.2,1.2,0.1,1.9,2.2,2.1,0.6,1.2,2.1,0.4,2.6,0.2
17936,228,2.1,0.9,2.0,0.0,2.2,1.4,1.3,0.7,2.6,2.6,1.0,1.0,2.4,2.6
17937,152,1.1,1.8,2.3,1.3,0.0,0.5,0.6,1.5,0.2,1.2,1.6,0.3,0.1,1.7
17938,375,0.1,1.3,0.9,1.2,0.6,0.8,0.4,2.1,0.3,1.3,1.0,2.1,0.0,2.3
17939,150,1.5,2.9,0.1,1.5,1.3,1.1,2.7,2.5,0.3,1.1,1.2,0.7,1.2,1.6
17940,175,2.2,1.9,2.5,1.6,2.5,1.2,0.6,0.3,1.4,2.0,0.0,1.9,0.2,0.6
17941,378,2.3,0.2,2.9,1.6,1.5,2.0,0.7,1.7,1.7,2.6,2.1,1.5,0.1,1.5
17942,245,1.7,0.5,2.6,1.3,0.2,2.6,1.4,2.9,1.2,1.4,0.4,2.8,1.4,2.6
17943,236,0.5,1.5,2.2,1.7,0.6,0.7,1.8,1.6,0.3,1.6,1.9,1.3,0.1,0.8
17944,235,2.0,2.0,2.8,2.7,1.6,2.5,1.8,2.0,0.1,1.7,0.5,2.6,2.7,0.5
17945,155,1.0,3.0,1.0,2.5,2.6,2.4,1.2,2.4,1.9,2.4,0.9,2.6,2.3,1.6
17946,176,2.0,2.2,1.7,3.0,1.2,0.8,1.5,0.6,2.2,2.2,1.2,0.9,2.0,0.7
17947,383,0.8,0.3,1.3,0.5,2.6,1.9,0.7,2.2,0.7,2.6,1.5,1.1,0.2,2.8
